timestamp,time,exchange,symbol,bid,bidVolume,ask,askVolume,lastPrice,baseVolume,quoteVolume
1753507242563,05:20:42.563,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.0224,710.0,0.022366,,381714508.0
1753507245527,05:20:45.527,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022399,133.0,0.022366,,381727624.0
1753507246518,05:20:46.518,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022399,131.0,0.022366,,381727624.0
1753507247614,05:20:47.614,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022405,1904.0,0.022365,,381732726.0
1753507248507,05:20:48.507,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022405,1904.0,0.022365,,381732726.0
1753507249520,05:20:49.520,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022405,1674.0,0.022366,,381739920.0
1753507250512,05:20:50.512,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022405,16548.0,0.022366,,381739920.0
1753507251612,05:20:51.612,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022399,22358.0,0.022365,,381748636.0
1753507253620,05:20:53.620,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022399,24572.0,0.022364,,381754654.0
1753507254509,05:20:54.509,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022399,25209.0,0.022364,,381754654.0
1753507255612,05:20:55.612,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022399,22536.0,0.022365,,381762626.0
1753507256509,05:20:56.509,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022399,25389.0,0.022365,,381762626.0
1753507258614,05:20:58.614,bitmart,ACH/USDT:USDT,0.022328,14002.0,0.022399,21645.0,0.022365,,381774804.0
1753507259622,05:20:59.622,bitmart,ACH/USDT:USDT,0.022328,32325.0,0.022402,21420.0,0.022366,,381796730.0
1753507260627,05:21:00.627,bitmart,ACH/USDT:USDT,0.022328,32325.0,0.022402,21420.0,0.022366,,381535916.0
1753507262622,05:21:02.622,bitmart,ACH/USDT:USDT,0.022332,1785.0,0.022402,21420.0,0.022367,,381562000.0
1753507263518,05:21:03.518,bitmart,ACH/USDT:USDT,0.022334,5612.0,0.022402,21420.0,0.022367,,381562000.0
1753507264521,05:21:04.521,bitmart,ACH/USDT:USDT,0.022334,1862.0,0.022402,21420.0,0.022369,,381568860.0
1753507265519,05:21:05.519,bitmart,ACH/USDT:USDT,0.022334,6732.0,0.022402,21420.0,0.022369,,381568860.0
1753507266623,05:21:06.623,bitmart,ACH/USDT:USDT,0.022334,1091.0,0.022402,21420.0,0.02237,,381577506.0
1753507267528,05:21:07.528,bitmart,ACH/USDT:USDT,0.022334,1008.0,0.022402,21420.0,0.02237,,381577506.0
1753507268532,05:21:08.532,bitmart,ACH/USDT:USDT,0.022334,7431.0,0.022402,21420.0,0.022371,,381583298.0
1753507270610,05:21:10.610,bitmart,ACH/USDT:USDT,0.022334,7465.0,0.022402,21420.0,0.022373,,381589330.0
1753507271505,05:21:11.505,bitmart,ACH/USDT:USDT,0.022334,7465.0,0.022402,21420.0,0.022373,,381589330.0
1753507272521,05:21:12.521,bitmart,ACH/USDT:USDT,0.022338,6672.0,0.022402,21420.0,0.022374,,381596162.0
1753507273519,05:21:13.519,bitmart,ACH/USDT:USDT,0.022338,5807.0,0.022402,21420.0,0.022374,,381596162.0
1753507274539,05:21:14.539,bitmart,ACH/USDT:USDT,0.022338,5207.0,0.022402,21420.0,0.022374,,381596162.0
1753507275532,05:21:15.532,bitmart,ACH/USDT:USDT,0.022339,5331.0,0.022402,21420.0,0.022375,,381601476.0
1753507276519,05:21:16.519,bitmart,ACH/USDT:USDT,0.022339,5827.0,0.022402,21420.0,0.022375,,381601476.0
1753507277603,05:21:17.603,bitmart,ACH/USDT:USDT,0.022339,6113.0,0.022402,21420.0,0.022374,,381607126.0
1753507278515,05:21:18.515,bitmart,ACH/USDT:USDT,0.022339,896.0,0.022413,1722.0,0.022374,,381607126.0
1753507279578,05:21:19.578,bitmart,ACH/USDT:USDT,0.022339,896.0,0.022413,1722.0,0.022376,,381613422.0
1753507281623,05:21:21.623,bitmart,ACH/USDT:USDT,0.022339,7133.0,0.022413,1722.0,0.022375,,381619162.0
1753507282534,05:21:22.534,bitmart,ACH/USDT:USDT,0.022339,7133.0,0.022413,1722.0,0.022375,,381619162.0
1753507284628,05:21:24.628,bitmart,ACH/USDT:USDT,0.022339,7133.0,0.022413,105.0,0.022378,,381626318.0
1753507285519,05:21:25.519,bitmart,ACH/USDT:USDT,0.022339,7133.0,0.022413,105.0,0.022378,,381632334.0
1753507289612,05:21:29.612,bitmart,ACH/USDT:USDT,0.022339,2296.0,0.022413,4746.0,0.022376,,381643540.0
1753507291610,05:21:31.610,bitmart,ACH/USDT:USDT,0.022339,3653.0,0.022413,9707.0,0.022377,,381652068.0
1753507292516,05:21:32.516,bitmart,ACH/USDT:USDT,0.022339,3653.0,0.022413,9707.0,0.022377,,381652068.0
1753507294520,05:21:34.520,bitmart,ACH/USDT:USDT,0.022339,3653.0,0.022413,9707.0,0.022376,,381659566.0
1753507295617,05:21:35.617,bitmart,ACH/USDT:USDT,0.022339,3653.0,0.022413,9707.0,0.022377,,381664652.0
1753507297617,05:21:37.617,bitmart,ACH/USDT:USDT,0.022339,154.0,0.022408,7637.0,0.022374,,381670314.0
1753507300624,05:21:40.624,bitmart,ACH/USDT:USDT,0.022339,165.0,0.022409,8625.0,0.022375,,381676854.0
1753507301534,05:21:41.534,bitmart,ACH/USDT:USDT,0.022339,357.0,0.022408,7223.0,0.022375,,381676854.0
1753507302608,05:21:42.608,bitmart,ACH/USDT:USDT,0.022334,34338.0,0.022413,79909.0,0.022374,,381683144.0
1753507303526,05:21:43.526,bitmart,ACH/USDT:USDT,0.022339,329.0,0.022408,9635.0,0.022374,,381683144.0
1753507304609,05:21:44.609,bitmart,ACH/USDT:USDT,0.022339,388.0,0.022408,7860.0,0.022374,,381690430.0
1753507305619,05:21:45.619,bitmart,ACH/USDT:USDT,0.022339,455.0,0.022408,8312.0,0.022373,,381698340.0
1753507306517,05:21:46.517,bitmart,ACH/USDT:USDT,0.022339,345.0,0.022408,8370.0,0.022373,,381698340.0
1753507308520,05:21:48.520,bitmart,ACH/USDT:USDT,0.022339,305.0,0.022408,8003.0,0.022374,,381703828.0
1753507309507,05:21:49.507,bitmart,ACH/USDT:USDT,0.022339,338.0,0.022408,10342.0,0.022374,,381703828.0
1753507310611,05:21:50.611,bitmart,ACH/USDT:USDT,0.022339,452.0,0.022408,7228.0,0.022375,,381711612.0
1753507311519,05:21:51.519,bitmart,ACH/USDT:USDT,0.022339,293.0,0.022408,2644.0,0.022375,,381711612.0
1753507312521,05:21:52.521,bitmart,ACH/USDT:USDT,0.022339,6808.0,0.022408,3408.0,0.022374,,381718626.0
1753507313530,05:21:53.530,bitmart,ACH/USDT:USDT,0.022339,6502.0,0.022408,10557.0,0.022374,,381718626.0
1753507315521,05:21:55.521,bitmart,ACH/USDT:USDT,0.022339,10409.0,0.022408,7457.0,0.022374,,381725048.0
1753507316521,05:21:56.521,bitmart,ACH/USDT:USDT,0.022334,34338.0,0.022413,79909.0,0.022374,,381725048.0
1753507317616,05:21:57.616,bitmart,ACH/USDT:USDT,0.022338,9653.0,0.022413,79909.0,0.022375,,381733090.0
1753507318524,05:21:58.524,bitmart,ACH/USDT:USDT,0.022339,7484.0,0.022408,9556.0,0.022374,,381741854.0
1753507320610,05:22:00.610,bitmart,ACH/USDT:USDT,0.022334,34338.0,0.022413,79909.0,0.022373,,381510428.0
1753507321531,05:22:01.531,bitmart,ACH/USDT:USDT,0.022339,10432.0,0.022408,157.0,0.022374,,381532068.0
1753507322547,05:22:02.547,bitmart,ACH/USDT:USDT,0.022339,7912.0,0.022408,6888.0,0.022375,,381540246.0
1753507325505,05:22:05.505,bitmart,ACH/USDT:USDT,0.022339,8898.0,0.022408,11494.0,0.022374,,381547640.0
1753507327517,05:22:07.517,bitmart,ACH/USDT:USDT,0.022339,7500.0,0.022409,10874.0,0.022375,,381554970.0
1753507328517,05:22:08.517,bitmart,ACH/USDT:USDT,0.022339,10417.0,0.022408,11866.0,0.022374,,381563848.0
1753507329514,05:22:09.514,bitmart,ACH/USDT:USDT,0.022339,7006.0,0.022408,10046.0,0.022374,,381563848.0
1753507330620,05:22:10.620,bitmart,ACH/USDT:USDT,0.022339,7572.0,0.022408,8638.0,0.022375,,381569384.0
1753507331512,05:22:11.512,bitmart,ACH/USDT:USDT,0.022339,9798.0,0.022408,9062.0,0.022375,,381569384.0
1753507332524,05:22:12.524,bitmart,ACH/USDT:USDT,0.022339,7673.0,0.022408,10868.0,0.022374,,381575630.0
1753507333518,05:22:13.518,bitmart,ACH/USDT:USDT,0.022339,9344.0,0.022408,10928.0,0.022374,,381575630.0
1753507335510,05:22:15.510,bitmart,ACH/USDT:USDT,0.022339,8429.0,0.022408,12143.0,0.022373,,381581426.0
1753507336525,05:22:16.525,bitmart,ACH/USDT:USDT,0.022339,10116.0,0.022408,8171.0,0.022374,,381585962.0
1753507337606,05:22:17.606,bitmart,ACH/USDT:USDT,0.022338,9357.0,0.022408,11239.0,0.022374,,381585962.0
1753507338622,05:22:18.622,bitmart,ACH/USDT:USDT,0.022339,10487.0,0.022408,7698.0,0.022374,,381593902.0
1753507339629,05:22:19.629,bitmart,ACH/USDT:USDT,0.022334,34338.0,0.022413,79909.0,0.022375,,381600038.0
1753507340619,05:22:20.619,bitmart,ACH/USDT:USDT,0.022339,9685.0,0.022408,9501.0,0.022375,,381600038.0
1753507341632,05:22:21.632,bitmart,ACH/USDT:USDT,0.022334,34338.0,0.022413,79909.0,0.022374,,381607564.0
1753507344519,05:22:24.519,bitmart,ACH/USDT:USDT,0.02234,790.0,0.022413,368.0,0.022376,,381612784.0
1753507345636,05:22:25.636,bitmart,ACH/USDT:USDT,0.02234,790.0,0.022413,368.0,0.022377,,381621160.0
1753507346507,05:22:26.507,bitmart,ACH/USDT:USDT,0.02234,790.0,0.022413,622.0,0.022377,,381621160.0
1753507347519,05:22:27.519,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,173.0,0.022377,,381621160.0
1753507348528,05:22:28.528,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,173.0,0.022378,,381627932.0
1753507349614,05:22:29.614,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,173.0,0.022378,,381627932.0
1753507350622,05:22:30.622,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,173.0,0.022377,,381633708.0
1753507351506,05:22:31.506,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,173.0,0.022377,,381633708.0
1753507352625,05:22:32.625,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,5535.0,0.022378,,381638298.0
1753507353535,05:22:33.535,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,5535.0,0.022378,,381638298.0
1753507354522,05:22:34.522,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,7204.0,0.022377,,381645654.0
1753507355528,05:22:35.528,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,7204.0,0.022377,,381645654.0
1753507357507,05:22:37.507,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,17180.0,0.022377,,381654548.0
1753507358621,05:22:38.621,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,6406.0,0.022378,,381660542.0
1753507359514,05:22:39.514,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,6406.0,0.022378,,381660542.0
1753507360622,05:22:40.622,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,6406.0,0.022377,,381669254.0
1753507361510,05:22:41.510,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,6406.0,0.022377,,381669254.0
1753507362518,05:22:42.518,bitmart,ACH/USDT:USDT,0.02234,9817.0,0.022413,6406.0,0.022378,,381678074.0
