timestamp,time,exchange,symbol,bid1_price,bid1_volume,bid2_price,bid2_volume,ask1_price,ask1_volume,ask2_price,ask2_volume
1753591897204,04:51:37.204,okx,ACE/USDT:USDT,0.5846,131.0,0.5845,84.0,0.585,87.0,0.5851,104.0
1753591897904,04:51:37.904,okx,ACE/USDT:USDT,0.5846,131.0,0.5845,84.0,0.585,87.0,0.5851,104.0
1753591898004,04:51:38.004,okx,ACE/USDT:USDT,0.5846,131.0,0.5845,84.0,0.585,87.0,0.5851,104.0
1753591898104,04:51:38.104,okx,ACE/USDT:USDT,0.5846,131.0,0.5845,84.0,0.585,87.0,0.5851,104.0
1753591898604,04:51:38.604,okx,ACE/USDT:USDT,0.5846,131.0,0.5845,84.0,0.585,87.0,0.5851,104.0
1753591898704,04:51:38.704,okx,ACE/USDT:USDT,0.5846,131.0,0.5845,84.0,0.585,87.0,0.5851,104.0
1753591898804,04:51:38.804,okx,ACE/USDT:USDT,0.5846,131.0,0.5845,84.0,0.585,87.0,0.5851,104.0
1753591898904,04:51:38.904,okx,ACE/USDT:USDT,0.5845,84.0,0.5844,87.0,0.585,87.0,0.5851,104.0
1753591899104,04:51:39.104,okx,ACE/USDT:USDT,0.5845,84.0,0.5844,87.0,0.585,102.0,0.5851,104.0
1753591899304,04:51:39.304,okx,ACE/USDT:USDT,0.5845,84.0,0.5844,87.0,0.585,102.0,0.5851,104.0
1753591899804,04:51:39.804,okx,ACE/USDT:USDT,0.5847,76.0,0.5846,1.0,0.585,15.0,0.5851,104.0
1753591900304,04:51:40.304,okx,ACE/USDT:USDT,0.5848,76.0,0.5846,185.0,0.5851,104.0,0.5852,87.0
1753591900904,04:51:40.904,okx,ACE/USDT:USDT,0.5848,76.0,0.5846,269.0,0.5851,104.0,0.5852,87.0
1753591901604,04:51:41.604,okx,ACE/USDT:USDT,0.5848,76.0,0.5846,269.0,0.5851,104.0,0.5852,87.0
1753591901904,04:51:41.904,okx,ACE/USDT:USDT,0.5848,76.0,0.5846,269.0,0.5851,104.0,0.5852,87.0
1753591902004,04:51:42.004,okx,ACE/USDT:USDT,0.5848,76.0,0.5846,269.0,0.5851,104.0,0.5852,87.0
1753591902704,04:51:42.704,okx,ACE/USDT:USDT,0.5848,76.0,0.5846,269.0,0.5851,104.0,0.5852,87.0
