timestamp,time,symbol,bid,bidVolume,ask,askVolume,lastPrice,baseVolume,quoteVolume
1753460253627,16:17:33.627,ALGO/USDT:USDT,0.2573,872.0,0.2574,205.0,0.2574,7505946.0,
1753460254509,16:17:34.509,ALGO/USDT:USDT,0.2573,572.0,0.2574,82.0,0.2574,7505946.0,
1753460254611,16:17:34.611,ALGO/USDT:USDT,0.2573,572.0,0.2574,194.0,0.2574,7505946.0,
1753460254871,16:17:34.871,ALGO/USDT:USDT,0.2573,583.0,0.2574,194.0,0.2574,7505946.0,
1753460255112,16:17:35.112,ALGO/USDT:USDT,0.2573,883.0,0.2574,82.0,0.2574,7505946.0,
1753460255315,16:17:35.315,ALGO/USDT:USDT,0.2573,2116.0,0.2575,1751.0,0.2574,7505946.0,
1753460255920,16:17:35.920,ALGO/USDT:USDT,0.2573,2116.0,0.2575,1862.0,0.2574,7505946.0,
1753460256609,16:17:36.609,ALGO/USDT:USDT,0.2573,744.0,0.2574,813.0,0.2574,7505946.0,
1753460256717,16:17:36.717,ALGO/USDT:USDT,0.2573,612.0,0.2574,815.0,0.2574,7505946.0,
1753460256818,16:17:36.818,ALGO/USDT:USDT,0.2573,112.0,0.2574,815.0,0.2574,7505946.0,
1753460257314,16:17:37.314,ALGO/USDT:USDT,0.2573,112.0,0.2574,1203.0,0.2574,7505946.0,
1753460257523,16:17:37.523,ALGO/USDT:USDT,0.2573,95.0,0.2574,1408.0,0.2574,7505946.0,
1753460257654,16:17:37.654,ALGO/USDT:USDT,0.2572,474.0,0.2573,1038.0,0.2573,7506056.0,
1753460257777,16:17:37.777,ALGO/USDT:USDT,0.2572,577.0,0.2573,863.0,0.2573,7506056.0,
1753460257890,16:17:37.890,ALGO/USDT:USDT,0.2572,520.0,0.2573,863.0,0.2573,7506056.0,
1753460258012,16:17:38.012,ALGO/USDT:USDT,0.2572,520.0,0.2573,752.0,0.2573,7506056.0,
1753460258330,16:17:38.330,ALGO/USDT:USDT,0.2572,360.0,0.2573,752.0,0.2573,7506056.0,
1753460258473,16:17:38.473,ALGO/USDT:USDT,0.2572,360.0,0.2573,762.0,0.2573,7506056.0,
1753460258821,16:17:38.821,ALGO/USDT:USDT,0.2572,280.0,0.2573,881.0,0.2573,7506056.0,
1753460259191,16:17:39.191,ALGO/USDT:USDT,0.2572,26.0,0.2573,1135.0,0.2573,7506056.0,
1753460259521,16:17:39.521,ALGO/USDT:USDT,0.2572,26.0,0.2573,869.0,0.2573,7506056.0,
1753460259636,16:17:39.636,ALGO/USDT:USDT,0.2572,26.0,0.2573,911.0,0.2573,7506056.0,
1753460260218,16:17:40.218,ALGO/USDT:USDT,0.2571,586.0,0.2572,943.0,0.2571,7506083.0,
1753460260318,16:17:40.318,ALGO/USDT:USDT,0.2571,461.0,0.2572,943.0,0.2571,7506083.0,
1753460260524,16:17:40.524,ALGO/USDT:USDT,0.2571,257.0,0.2572,943.0,0.2571,7506083.0,
1753460260628,16:17:40.628,ALGO/USDT:USDT,0.2571,257.0,0.2572,943.0,0.2571,7506083.0,
1753460260741,16:17:40.741,ALGO/USDT:USDT,0.2571,401.0,0.2572,842.0,0.2571,7506083.0,
1753460260875,16:17:40.875,ALGO/USDT:USDT,0.2571,403.0,0.2572,673.0,0.2571,7506083.0,
1753460261111,16:17:41.111,ALGO/USDT:USDT,0.2571,257.0,0.2572,943.0,0.2571,7506083.0,
1753460261213,16:17:41.213,ALGO/USDT:USDT,0.2571,9.0,0.2572,943.0,0.2571,7506083.0,
1753460261426,16:17:41.426,ALGO/USDT:USDT,0.2571,9.0,0.2572,963.0,0.2571,7506083.0,
1753460261533,16:17:41.533,ALGO/USDT:USDT,0.2571,9.0,0.2572,965.0,0.2571,7506083.0,
1753460261650,16:17:41.650,ALGO/USDT:USDT,0.257,3048.0,0.2572,965.0,0.2571,7506092.0,
1753460261773,16:17:41.773,ALGO/USDT:USDT,0.257,631.0,0.2571,975.0,0.2571,7506092.0,
1753460262020,16:17:42.020,ALGO/USDT:USDT,0.257,240.0,0.2571,1354.0,0.2571,7506092.0,
1753460262343,16:17:42.343,ALGO/USDT:USDT,0.257,320.0,0.2571,794.0,0.2571,7506092.0,
1753460262461,16:17:42.461,ALGO/USDT:USDT,0.257,786.0,0.2571,235.0,0.2571,7506092.0,
1753460262566,16:17:42.566,ALGO/USDT:USDT,0.257,688.0,0.2571,235.0,0.2571,7506092.0,
1753460262913,16:17:42.913,ALGO/USDT:USDT,0.257,628.0,0.2571,418.0,0.2571,7506092.0,
1753460263015,16:17:43.015,ALGO/USDT:USDT,0.257,568.0,0.2571,756.0,0.2571,7506092.0,
1753460263122,16:17:43.122,ALGO/USDT:USDT,0.257,568.0,0.2571,495.0,0.2571,7506092.0,
1753460263272,16:17:43.272,ALGO/USDT:USDT,0.257,631.0,0.2571,680.0,0.2571,7506092.0,
1753460263404,16:17:43.404,ALGO/USDT:USDT,0.257,631.0,0.2571,1436.0,0.2571,7506092.0,
1753460263511,16:17:43.511,ALGO/USDT:USDT,0.257,631.0,0.2571,1204.0,0.2571,7506092.0,
1753460263714,16:17:43.714,ALGO/USDT:USDT,0.257,630.0,0.2571,1204.0,0.2571,7506092.0,
1753460263817,16:17:43.817,ALGO/USDT:USDT,0.257,630.0,0.2571,869.0,0.2571,7506092.0,
1753460264130,16:17:44.130,ALGO/USDT:USDT,0.257,630.0,0.2571,1128.0,0.2571,7506092.0,
1753460264232,16:17:44.232,ALGO/USDT:USDT,0.257,568.0,0.2571,1229.0,0.2571,7506092.0,
1753460264375,16:17:44.375,ALGO/USDT:USDT,0.257,568.0,0.2571,995.0,0.2571,7506093.0,
1753460264478,16:17:44.478,ALGO/USDT:USDT,0.257,568.0,0.2571,1101.0,0.2571,7506093.0,
1753460264820,16:17:44.820,ALGO/USDT:USDT,0.257,240.0,0.2571,1178.0,0.2571,7506093.0,
1753460264922,16:17:44.922,ALGO/USDT:USDT,0.257,320.0,0.2571,1178.0,0.2571,7506093.0,
1753460265124,16:17:45.124,ALGO/USDT:USDT,0.257,620.0,0.2571,1166.0,0.2571,7506093.0,
1753460265241,16:17:45.241,ALGO/USDT:USDT,0.257,540.0,0.2571,1339.0,0.2571,7506093.0,
1753460265374,16:17:45.374,ALGO/USDT:USDT,0.257,722.0,0.2571,981.0,0.2571,7506093.0,
1753460265492,16:17:45.492,ALGO/USDT:USDT,0.257,624.0,0.2571,981.0,0.2571,7506093.0,
1753460265698,16:17:45.698,ALGO/USDT:USDT,0.257,689.0,0.2571,976.0,0.2571,7506093.0,
1753460265918,16:17:45.918,ALGO/USDT:USDT,0.2569,980.0,0.257,353.0,0.2569,7507051.0,
1753460266019,16:17:46.019,ALGO/USDT:USDT,0.2569,1059.0,0.257,89.0,0.2569,7507051.0,
1753460266130,16:17:46.130,ALGO/USDT:USDT,0.2569,948.0,0.257,73.0,0.257,7507067.0,
1753460266383,16:17:46.383,ALGO/USDT:USDT,0.257,298.0,0.2571,1540.0,0.257,7507144.0,
1753460266486,16:17:46.486,ALGO/USDT:USDT,0.2569,860.0,0.257,555.0,0.257,7507144.0,
1753460266600,16:17:46.600,ALGO/USDT:USDT,0.2569,1.0,0.257,852.0,0.257,7507144.0,
1753460267083,16:17:47.083,ALGO/USDT:USDT,0.2568,736.0,0.2569,460.0,0.2569,7507189.0,
1753460267294,16:17:47.294,ALGO/USDT:USDT,0.2568,723.0,0.2569,470.0,0.2569,7507189.0,
1753460267399,16:17:47.399,ALGO/USDT:USDT,0.2568,82.0,0.2569,1089.0,0.2569,7507189.0,
1753460267501,16:17:47.501,ALGO/USDT:USDT,0.2568,64.0,0.2569,1129.0,0.2568,7507209.0,
1753460267856,16:17:47.856,ALGO/USDT:USDT,0.2568,64.0,0.2569,1429.0,0.2568,7507209.0,
