timestamp,time,exchange,symbol,bid1_price,bid1_volume,bid2_price,bid2_volume,ask1_price,ask1_volume,ask2_price,ask2_volume
1753617162905,11:52:42.905,okx,ADA/USDT:USDT,0.8229,247.7,0.8228,657.0,0.823,146.1,0.8231,628.1
1753617163105,11:52:43.105,okx,ADA/USDT:USDT,0.8229,241.1,0.8228,656.7,0.823,156.9,0.8231,628.5
1753617163205,11:52:43.205,okx,ADA/USDT:USDT,0.8229,241.1,0.8228,656.7,0.823,166.2,0.8231,628.1
1753617163605,11:52:43.605,okx,ADA/USDT:USDT,0.8229,251.0,0.8228,656.7,0.823,31.5,0.8231,558.3
1753617163805,11:52:43.805,okx,ADA/USDT:USDT,0.8229,251.0,0.8228,704.6,0.823,31.3,0.8231,551.1
1753617163905,11:52:43.905,okx,ADA/USDT:USDT,0.8229,257.0,0.8228,704.3,0.823,32.0,0.8231,551.1
1753617164005,11:52:44.005,okx,ADA/USDT:USDT,0.8229,256.2,0.8228,693.3,0.823,32.4,0.8231,551.1
1753617164105,11:52:44.105,okx,ADA/USDT:USDT,0.8229,256.2,0.8228,693.3,0.823,52.5,0.8231,530.3
1753617164205,11:52:44.205,okx,ADA/USDT:USDT,0.8229,256.2,0.8228,704.4,0.823,52.5,0.8231,530.3
1753617164305,11:52:44.305,okx,ADA/USDT:USDT,0.823,797.2,0.8229,617.6,0.8231,5.8,0.8232,600.8
1753617164705,11:52:44.705,okx,ADA/USDT:USDT,0.8231,356.4,0.823,849.4,0.8232,155.0,0.8233,1117.3
1753617165505,11:52:45.505,okx,ADA/USDT:USDT,0.8231,315.5,0.823,843.1,0.8232,168.9,0.8233,1091.0
1753617165605,11:52:45.605,okx,ADA/USDT:USDT,0.8231,299.2,0.823,842.8,0.8232,169.3,0.8233,1101.2
1753617165705,11:52:45.705,okx,ADA/USDT:USDT,0.8231,299.2,0.823,831.9,0.8232,179.5,0.8233,1101.2
1753617165805,11:52:45.805,okx,ADA/USDT:USDT,0.8231,276.6,0.823,786.2,0.8232,349.7,0.8233,1101.2
1753617166105,11:52:46.105,okx,ADA/USDT:USDT,0.8231,132.4,0.823,732.8,0.8232,359.5,0.8233,1101.6
1753617166205,11:52:46.205,okx,ADA/USDT:USDT,0.8231,132.4,0.823,732.8,0.8232,359.4,0.8233,1101.6
1753617166405,11:52:46.405,okx,ADA/USDT:USDT,0.8231,120.6,0.823,732.8,0.8232,365.9,0.8233,1101.0
1753617166705,11:52:46.705,okx,ADA/USDT:USDT,0.8231,128.2,0.823,732.8,0.8232,366.0,0.8233,1101.7
1753617166805,11:52:46.805,okx,ADA/USDT:USDT,0.8231,148.2,0.823,743.0,0.8232,349.7,0.8233,1101.7
1753617167005,11:52:47.005,okx,ADA/USDT:USDT,0.8231,127.9,0.823,778.4,0.8232,305.7,0.8233,1106.8
1753617167205,11:52:47.205,okx,ADA/USDT:USDT,0.8231,147.9,0.823,778.4,0.8232,303.9,0.8233,1106.8
1753617167505,11:52:47.505,okx,ADA/USDT:USDT,0.8231,72.7,0.823,788.4,0.8232,366.4,0.8233,1106.8
1753617167605,11:52:47.605,okx,ADA/USDT:USDT,0.8231,72.7,0.823,778.4,0.8232,306.4,0.8233,1106.8
1753617167705,11:52:47.705,okx,ADA/USDT:USDT,0.8231,72.7,0.823,788.4,0.8232,312.4,0.8233,1106.8
1753617167805,11:52:47.805,okx,ADA/USDT:USDT,0.8231,3.7,0.823,551.1,0.8232,374.2,0.8233,1115.5
1753617167905,11:52:47.905,okx,ADA/USDT:USDT,0.8231,3.7,0.823,551.1,0.8232,374.2,0.8233,1115.5
1753617168005,11:52:48.005,okx,ADA/USDT:USDT,0.8231,86.5,0.823,699.1,0.8232,297.2,0.8233,1115.2
1753617168105,11:52:48.105,okx,ADA/USDT:USDT,0.8231,87.1,0.823,699.1,0.8232,297.2,0.8233,1115.2
1753617168605,11:52:48.605,okx,ADA/USDT:USDT,0.8231,200.2,0.823,755.1,0.8232,256.8,0.8233,1104.9
1753617168705,11:52:48.705,okx,ADA/USDT:USDT,0.8231,194.2,0.823,755.1,0.8232,256.8,0.8233,1104.9
1753617168805,11:52:48.805,okx,ADA/USDT:USDT,0.8231,184.2,0.823,755.1,0.8232,256.8,0.8233,1114.9
1753617168905,11:52:48.905,okx,ADA/USDT:USDT,0.8231,248.1,0.823,755.1,0.8232,152.4,0.8233,1063.9
1753617169005,11:52:49.005,okx,ADA/USDT:USDT,0.8231,248.1,0.823,755.1,0.8232,152.4,0.8233,1063.9
1753617169605,11:52:49.605,okx,ADA/USDT:USDT,0.8231,312.6,0.823,755.1,0.8232,151.9,0.8233,1062.9
1753617169705,11:52:49.705,okx,ADA/USDT:USDT,0.8231,312.6,0.823,755.1,0.8232,151.9,0.8233,1062.9
1753617169805,11:52:49.805,okx,ADA/USDT:USDT,0.8231,315.8,0.823,755.1,0.8232,149.0,0.8233,1062.9
1753617169905,11:52:49.905,okx,ADA/USDT:USDT,0.8231,315.8,0.823,755.1,0.8232,149.7,0.8233,1062.9
1753617170105,11:52:50.105,okx,ADA/USDT:USDT,0.8231,174.4,0.823,754.8,0.8232,189.7,0.8233,1062.9
1753617170205,11:52:50.205,okx,ADA/USDT:USDT,0.8231,83.4,0.823,699.1,0.8232,309.9,0.8233,1063.3
1753617170305,11:52:50.305,okx,ADA/USDT:USDT,0.8231,83.4,0.823,699.1,0.8232,309.6,0.8233,1063.3
1753617170805,11:52:50.805,okx,ADA/USDT:USDT,0.8231,221.2,0.823,745.1,0.8232,151.1,0.8233,1062.9
1753617171105,11:52:51.105,okx,ADA/USDT:USDT,0.8231,221.2,0.823,745.1,0.8232,151.1,0.8233,1062.9
1753617171505,11:52:51.505,okx,ADA/USDT:USDT,0.8231,302.8,0.823,754.1,0.8232,131.3,0.8233,1062.9
1753617171605,11:52:51.605,okx,ADA/USDT:USDT,0.8231,304.9,0.823,754.1,0.8232,13.1,0.8233,373.6
1753617171705,11:52:51.705,okx,ADA/USDT:USDT,0.8232,650.9,0.8231,575.7,0.8233,23.7,0.8234,228.9
