timestamp,time,exchange,symbol,bid1_price,bid1_volume,bid2_price,bid2_volume,ask1_price,ask1_volume,ask2_price,ask2_volume
1753599983559,07:06:23.559,binance,A/USDT:USDT,0.58307,161.0,0.58305,13.0,0.58309,139.0,0.58311,166.0
1753599983883,07:06:23.883,binance,A/USDT:USDT,0.58307,161.0,0.58305,13.0,0.58309,139.0,0.58311,218.0
1753599983989,07:06:23.989,binance,A/USDT:USDT,0.58307,161.0,0.58305,13.0,0.58309,139.0,0.58311,218.0
1753599984218,07:06:24.218,binance,A/USDT:USDT,0.58307,161.0,0.58305,13.0,0.58309,139.0,0.58311,218.0
1753599984671,07:06:24.671,binance,A/USDT:USDT,0.58307,161.0,0.58305,13.0,0.58309,139.0,0.58311,218.0
1753599984802,07:06:24.802,binance,A/USDT:USDT,0.58307,161.0,0.58305,13.0,0.58309,139.0,0.58311,218.0
1753599985342,07:06:25.342,binance,A/USDT:USDT,0.58308,170.0,0.58307,161.0,0.58309,139.0,0.58311,218.0
1753599985447,07:06:25.447,binance,A/USDT:USDT,0.58273,1344.0,0.58272,4787.0,0.58309,186.0,0.58311,218.0
1753599985652,07:06:25.652,binance,A/USDT:USDT,0.58273,464.0,0.58272,19.0,0.58291,139.0,0.58292,325.0
1753599986176,07:06:26.176,binance,A/USDT:USDT,0.58273,464.0,0.58272,1843.0,0.58291,139.0,0.58292,325.0
1753599986279,07:06:26.279,binance,A/USDT:USDT,0.58273,464.0,0.58272,1843.0,0.58291,139.0,0.58292,325.0
1753599987110,07:06:27.110,binance,A/USDT:USDT,0.58273,348.0,0.58272,1843.0,0.58291,139.0,0.58292,325.0
1753599987244,07:06:27.244,binance,A/USDT:USDT,0.58272,1843.0,0.58271,19.0,0.58281,139.0,0.58282,668.0
1753599987345,07:06:27.345,binance,A/USDT:USDT,0.58276,54.0,0.58275,13.0,0.58281,139.0,0.58282,668.0
1753599987448,07:06:27.448,binance,A/USDT:USDT,0.58276,54.0,0.58275,13.0,0.58281,139.0,0.58282,668.0
1753599988444,07:06:28.444,binance,A/USDT:USDT,0.58266,10.0,0.58265,18.0,0.58267,396.0,0.58268,121.0
1753599988757,07:06:28.757,binance,A/USDT:USDT,0.58266,10.0,0.58265,18.0,0.58267,396.0,0.58268,121.0
1753599988859,07:06:28.859,binance,A/USDT:USDT,0.58266,10.0,0.58265,18.0,0.58267,396.0,0.58268,121.0
1753599989370,07:06:29.370,binance,A/USDT:USDT,0.58266,197.0,0.58263,18.0,0.58267,139.0,0.58268,121.0
1753599989476,07:06:29.476,binance,A/USDT:USDT,0.58266,197.0,0.58263,18.0,0.58267,139.0,0.58268,121.0
