timestamp,time,exchange,symbol,bid1_price,bid1_volume,bid2_price,bid2_volume,ask1_price,ask1_volume,ask2_price,ask2_volume
1753599994474,07:06:34.474,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599994524,07:06:34.524,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599995672,07:06:35.672,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599995721,07:06:35.721,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599996769,07:06:36.769,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599996819,07:06:36.819,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599998055,07:06:38.055,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599998104,07:06:38.104,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599999186,07:06:39.186,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599999235,07:06:39.235,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599999473,07:06:39.473,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599999522,07:06:39.522,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599999848,07:06:39.848,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753599999897,07:06:39.897,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753600000284,07:06:40.284,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1128,132.0
1753600000965,07:06:40.965,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,203.0,0.1137,442.0
1753600001454,07:06:41.454,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1137,442.0
1753600001575,07:06:41.575,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1137,442.0
1753600001624,07:06:41.624,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1137,442.0
1753600002623,07:06:42.623,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1137,442.0
1753600002672,07:06:42.672,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1137,442.0
1753600003865,07:06:43.865,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1137,442.0
1753600003944,07:06:43.944,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1137,442.0
1753600005048,07:06:45.048,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1137,442.0
1753600005105,07:06:45.105,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1136,441.0
1753600006167,07:06:46.167,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1112,202.0,0.1125,336.0,0.1136,441.0
1753600006217,07:06:46.217,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1113,197.0,0.1125,133.0,0.1126,195.0
1753600007372,07:06:47.372,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1113,197.0,0.1125,133.0,0.1126,195.0
1753600007421,07:06:47.421,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1113,197.0,0.1125,133.0,0.1126,195.0
1753600008400,07:06:48.400,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1113,197.0,0.1125,133.0,0.1127,196.0
1753600008449,07:06:48.449,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1114,203.0,0.1125,133.0,0.1127,196.0
1753600008504,07:06:48.504,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1114,203.0,0.1125,133.0,0.1127,196.0
1753600009874,07:06:49.874,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1114,203.0,0.1125,133.0,0.1127,196.0
1753600010996,07:06:50.996,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1114,203.0,0.1127,196.0,0.1136,441.0
1753600011063,07:06:51.063,bitmex,AEVO/USDT:USDT,0.1117,134.0,0.1114,203.0,0.1127,196.0,0.1136,441.0
