timestamp,time,symbol,bid,bidVolume,ask,askVolume,lastPrice,baseVolume,quoteVolume
1753460907092,16:28:27.092,ACH/USDT:USDT,,,,,0.02132,22563464.0,481052.0
1753460909080,16:28:29.080,ACH/USDT:USDT,,,,,0.02132,22579590.0,481396.0
1753460917073,16:28:37.073,ACH/USDT:USDT,,,,,0.02132,22579590.0,481396.0
1753460925081,16:28:45.081,ACH/USDT:USDT,,,,,0.02132,22582868.0,481466.0
1753460927091,16:28:47.091,ACH/USDT:USDT,,,,,0.02132,22582868.0,481466.0
1753460938120,16:28:58.120,ACH/USDT:USDT,,,,,0.02132,22588720.0,481590.0
1753460939070,16:28:59.070,ACH/USDT:USDT,,,,,0.02131,22610434.0,481828.0
1753460941104,16:29:01.104,ACH/USDT:USDT,,,,,0.02131,22625768.0,482154.0
1753460947071,16:29:07.071,ACH/USDT:USDT,,,,,0.02131,22625768.0,482154.0
1753460957076,16:29:17.076,ACH/USDT:USDT,,,,,0.02131,22625768.0,482154.0
1753460967076,16:29:27.076,ACH/USDT:USDT,,,,,0.02131,22625768.0,482154.0
1753460981088,16:29:41.088,ACH/USDT:USDT,,,,,0.02135,22626252.0,483070.0
1753460987135,16:29:47.135,ACH/USDT:USDT,,,,,0.02135,22626252.0,483070.0
1753460992094,16:29:52.094,ACH/USDT:USDT,,,,,0.02135,22626384.0,483072.0
1753461000115,16:30:00.115,ACH/USDT:USDT,,,,,0.02135,22653818.0,483658.0
1753461007092,16:30:07.092,ACH/USDT:USDT,,,,,0.02135,22653818.0,483658.0
1753461017088,16:30:17.088,ACH/USDT:USDT,,,,,0.02135,22653818.0,483658.0
1753461027087,16:30:27.087,ACH/USDT:USDT,,,,,0.02136,22653950.0,483888.0
1753461037073,16:30:37.073,ACH/USDT:USDT,,,,,0.02136,22653950.0,483888.0
1753461045072,16:30:45.072,ACH/USDT:USDT,,,,,0.02135,22654082.0,483664.0
1753461047082,16:30:47.082,ACH/USDT:USDT,,,,,0.02135,22654082.0,483664.0
1753461057071,16:30:57.071,ACH/USDT:USDT,,,,,0.02135,22654082.0,483664.0
1753461060117,16:31:00.117,ACH/USDT:USDT,,,,,0.02135,22654214.0,483666.0
1753461065087,16:31:05.087,ACH/USDT:USDT,,,,,0.0214,22657844.0,484876.0
1753461067093,16:31:07.093,ACH/USDT:USDT,,,,,0.0214,22657844.0,484876.0
1753461077076,16:31:17.076,ACH/USDT:USDT,,,,,0.0214,22657844.0,484876.0
1753461111139,16:31:51.139,ACH/USDT:USDT,,,,,0.02144,22657976.0,485786.0
1753461117067,16:31:57.067,ACH/USDT:USDT,,,,,0.02144,22657976.0,485786.0
1753461120108,16:32:00.108,ACH/USDT:USDT,,,,,0.02144,22657976.0,485786.0
1753461127090,16:32:07.090,ACH/USDT:USDT,,,,,0.02144,22657976.0,485786.0
1753461147086,16:32:27.086,ACH/USDT:USDT,,,,,0.02144,22657976.0,485786.0
1753461157082,16:32:37.082,ACH/USDT:USDT,,,,,0.02144,22657976.0,485786.0
1753461167081,16:32:47.081,ACH/USDT:USDT,,,,,0.02144,22657976.0,485786.0
1753461168099,16:32:48.099,ACH/USDT:USDT,,,,,0.02141,22658108.0,485110.0
1753461181071,16:33:01.071,ACH/USDT:USDT,,,,,0.02141,22657976.0,485106.0
1753461187069,16:33:07.069,ACH/USDT:USDT,,,,,0.02141,22657976.0,485106.0
1753461197072,16:33:17.072,ACH/USDT:USDT,,,,,0.02141,22657976.0,485106.0
1753461227089,16:33:47.089,ACH/USDT:USDT,,,,,0.02141,22657976.0,485106.0
1753461234117,16:33:54.117,ACH/USDT:USDT,,,,,0.0214,22686136.0,485482.0
1753461237089,16:33:57.089,ACH/USDT:USDT,,,,,0.0214,22686136.0,485482.0
1753461241099,16:34:01.099,ACH/USDT:USDT,,,,,0.0214,22658108.0,484882.0
1753461247088,16:34:07.088,ACH/USDT:USDT,,,,,0.0214,22658108.0,484882.0
