timestamp,time,symbol,bid,bidVolume,ask,askVolume,lastPrice,baseVolume,quoteVolume
1753460897974,16:28:17.974,AAVE/USDT:USDT,287.63,10.0,287.64,0.02,287.62,462576.43,133688689.7308
1753460898174,16:28:18.174,AAVE/USDT:USDT,287.63,10.84,287.64,0.02,287.62,462576.43,133688689.7308
1753460898574,16:28:18.574,AAVE/USDT:USDT,287.67,4.54,287.68,0.04,287.66,462576.53,133688718.496
1753460898675,16:28:18.675,AAVE/USDT:USDT,287.67,4.54,287.68,0.02,287.66,462576.53,133688718.496
1753460898774,16:28:18.774,AAVE/USDT:USDT,287.72,1.84,287.73,0.08,287.72,462576.77,133688787.5448
1753460898874,16:28:18.874,AAVE/USDT:USDT,287.73,8.55,287.74,0.04,287.72,462576.77,133688787.5448
1753460898974,16:28:18.974,AAVE/USDT:USDT,287.73,8.72,287.74,0.04,287.72,462576.77,133688787.5448
1753460899074,16:28:19.074,AAVE/USDT:USDT,287.75,3.03,287.76,0.02,287.74,462576.81,133688799.0544
1753460899174,16:28:19.174,AAVE/USDT:USDT,287.75,1.21,287.76,0.02,287.74,462576.81,133688799.0544
1753460899274,16:28:19.274,AAVE/USDT:USDT,287.75,1.21,287.76,1.84,287.74,462576.81,133688799.0544
1753460899374,16:28:19.374,AAVE/USDT:USDT,287.75,0.67,287.76,1.84,287.74,462576.81,133688799.0544
1753460899474,16:28:19.474,AAVE/USDT:USDT,287.77,6.18,287.78,0.16,287.76,462578.44,133689268.1032
1753460899574,16:28:19.574,AAVE/USDT:USDT,287.77,6.18,287.78,0.16,287.76,462578.44,133689268.1032
1753460899674,16:28:19.674,AAVE/USDT:USDT,287.77,6.35,287.78,0.16,287.76,462578.44,133689268.1032
1753460900874,16:28:20.874,AAVE/USDT:USDT,287.7,0.24,287.71,8.01,287.77,462360.47,133626410.5958
1753460900974,16:28:20.974,AAVE/USDT:USDT,287.71,0.67,287.72,7.8,287.77,462360.47,133626410.5958
1753460901074,16:28:21.074,AAVE/USDT:USDT,287.72,0.54,287.74,1.74,287.77,462360.47,133626410.5958
1753460901174,16:28:21.174,AAVE/USDT:USDT,287.76,2.36,287.78,1.9,287.77,462360.47,133626410.5958
1753460901274,16:28:21.274,AAVE/USDT:USDT,287.77,0.67,287.78,3.51,287.77,462360.47,133626410.5958
1753460901374,16:28:21.374,AAVE/USDT:USDT,287.73,0.21,287.74,7.8,287.77,462360.47,133626410.5958
1753460901474,16:28:21.474,AAVE/USDT:USDT,287.71,0.63,287.72,0.21,287.77,462360.47,133626410.5958
1753460901574,16:28:21.574,AAVE/USDT:USDT,287.71,0.63,287.72,7.8,287.77,462360.47,133626410.5958
1753460901674,16:28:21.674,AAVE/USDT:USDT,287.71,0.7,287.73,8.01,287.77,462360.47,133626410.5958
1753460901874,16:28:21.874,AAVE/USDT:USDT,287.7,1.19,287.71,8.66,287.77,462360.47,133626410.5958
1753460901975,16:28:21.975,AAVE/USDT:USDT,287.7,1.19,287.71,8.53,287.77,462360.47,133626410.5958
1753460902074,16:28:22.074,AAVE/USDT:USDT,287.7,1.19,287.71,0.21,287.77,462360.47,133626410.5958
1753460902174,16:28:22.174,AAVE/USDT:USDT,287.71,0.55,287.72,8.01,287.77,462360.47,133626410.5958
1753460902374,16:28:22.374,AAVE/USDT:USDT,287.7,1.19,287.71,1.98,287.77,462360.47,133626410.5958
1753460902474,16:28:22.474,AAVE/USDT:USDT,287.72,0.21,287.73,0.21,287.77,462360.47,133626410.5958
1753460902574,16:28:22.574,AAVE/USDT:USDT,287.71,6.4,287.72,0.21,287.77,462360.47,133626410.5958
1753460902674,16:28:22.674,AAVE/USDT:USDT,287.7,1.19,287.71,9.38,287.77,462360.47,133626410.5958
1753460902774,16:28:22.774,AAVE/USDT:USDT,287.65,0.07,287.67,4.11,287.7,462361.66,133626752.9588
1753460902874,16:28:22.874,AAVE/USDT:USDT,287.65,0.03,287.66,3.15,287.7,462361.66,133626752.9588
1753460903074,16:28:23.074,AAVE/USDT:USDT,287.64,0.22,287.65,8.05,287.7,462361.66,133626752.9588
1753460903174,16:28:23.174,AAVE/USDT:USDT,287.64,0.22,287.65,0.21,287.7,462361.66,133626752.9588
1753460903274,16:28:23.274,AAVE/USDT:USDT,287.64,0.23,287.65,1.82,287.7,462361.66,133626752.9588
1753460903374,16:28:23.374,AAVE/USDT:USDT,287.64,1.98,287.65,0.85,287.7,462361.66,133626752.9588
1753460903474,16:28:23.474,AAVE/USDT:USDT,287.67,2.49,287.7,0.08,287.65,462366.61,133628176.8263
1753460903574,16:28:23.574,AAVE/USDT:USDT,287.68,0.21,287.7,8.08,287.65,462366.61,133628176.8263
1753460903674,16:28:23.674,AAVE/USDT:USDT,287.67,0.21,287.69,7.8,287.65,462366.61,133628176.8263
1753460904074,16:28:24.074,AAVE/USDT:USDT,287.64,0.96,287.66,0.21,287.65,462366.61,133628176.8263
1753460904174,16:28:24.174,AAVE/USDT:USDT,287.64,0.71,287.66,0.21,287.65,462366.61,133628176.8263
1753460904274,16:28:24.274,AAVE/USDT:USDT,287.66,1.82,287.68,0.06,287.65,462366.61,133628176.8263
1753460904374,16:28:24.374,AAVE/USDT:USDT,287.67,0.21,287.68,1.61,287.65,462366.61,133628176.8263
1753460904474,16:28:24.474,AAVE/USDT:USDT,287.65,0.23,287.66,2.46,287.65,462366.61,133628176.8263
1753460904574,16:28:24.574,AAVE/USDT:USDT,287.66,0.24,287.68,0.21,287.65,462366.61,133628176.8263
1753460904674,16:28:24.674,AAVE/USDT:USDT,287.67,0.05,287.68,0.21,287.65,462366.61,133628176.8263
1753460904974,16:28:24.974,AAVE/USDT:USDT,287.66,0.21,287.68,2.46,287.65,462366.61,133628176.8263
1753460905074,16:28:25.074,AAVE/USDT:USDT,287.64,1.4,287.65,0.21,287.65,462366.61,133628176.8263
1753460905174,16:28:25.174,AAVE/USDT:USDT,287.67,0.21,287.68,2.25,287.65,462366.61,133628176.8263
1753460905274,16:28:25.274,AAVE/USDT:USDT,287.65,0.54,287.67,1.82,287.65,462366.61,133628176.8263
1753460905374,16:28:25.374,AAVE/USDT:USDT,287.66,1.44,287.68,0.66,287.65,462366.61,133628176.8263
1753460905674,16:28:25.674,AAVE/USDT:USDT,287.66,1.44,287.67,1.77,287.65,462366.61,133628176.8263
1753460905774,16:28:25.774,AAVE/USDT:USDT,287.65,1.75,287.66,0.21,287.65,462366.61,133628176.8263
1753460905874,16:28:25.874,AAVE/USDT:USDT,287.64,0.02,287.65,4.5,287.65,462366.61,133628176.8263
1753460905974,16:28:25.974,AAVE/USDT:USDT,287.64,0.02,287.65,1.37,287.65,462366.61,133628176.8263
1753460906074,16:28:26.074,AAVE/USDT:USDT,287.64,0.77,287.65,0.64,287.65,462366.61,133628176.8263
1753460906174,16:28:26.174,AAVE/USDT:USDT,287.64,0.22,287.65,2.25,287.65,462366.61,133628176.8263
1753460906475,16:28:26.475,AAVE/USDT:USDT,287.64,0.02,287.65,2.25,287.65,462366.61,133628176.8263
1753460906574,16:28:26.574,AAVE/USDT:USDT,287.67,7.7,287.69,0.04,287.65,462368.86,133628824.0388
1753460906674,16:28:26.674,AAVE/USDT:USDT,287.67,0.69,287.68,3.3,287.65,462368.86,133628824.0388
1753460906774,16:28:26.774,AAVE/USDT:USDT,287.67,1.08,287.69,0.21,287.65,462368.86,133628824.0388
1753460906874,16:28:26.874,AAVE/USDT:USDT,287.69,0.21,287.7,0.04,287.65,462368.86,133628824.0388
1753460906974,16:28:26.974,AAVE/USDT:USDT,287.69,1.02,287.7,0.04,287.65,462368.86,133628824.0388
1753460907074,16:28:27.074,AAVE/USDT:USDT,287.69,1.02,287.7,1.82,287.65,462368.86,133628824.0388
1753460907174,16:28:27.174,AAVE/USDT:USDT,287.69,0.81,287.7,9.62,287.65,462368.86,133628824.0388
1753460907274,16:28:27.274,AAVE/USDT:USDT,287.69,0.81,287.7,9.6,287.65,462368.86,133628824.0388
1753460907374,16:28:27.374,AAVE/USDT:USDT,287.69,0.81,287.7,9.6,287.65,462368.86,133628824.0388
1753460907474,16:28:27.474,AAVE/USDT:USDT,287.69,4.35,287.7,0.02,287.65,462368.86,133628824.0388
1753460907574,16:28:27.574,AAVE/USDT:USDT,287.71,6.18,287.72,0.02,287.7,462368.88,133628829.7928
1753460907674,16:28:27.674,AAVE/USDT:USDT,287.75,4.02,287.76,0.02,287.74,462369.0,133628864.3208
1753460907774,16:28:27.774,AAVE/USDT:USDT,287.75,1.48,287.76,8.03,287.74,462369.0,133628864.3208
1753460907874,16:28:27.874,AAVE/USDT:USDT,287.75,4.55,287.76,0.02,287.74,462369.0,133628864.3208
