timestamp,time,symbol,bid,bidVolume,ask,askVolume,lastPrice,baseVolume,quoteVolume
1753460898959,16:28:18.959,ALGO/USDT:USDT,,,,,0.2568,302764673.7,78929611.8175
1753460905772,16:28:25.772,ALGO/USDT:USDT,,,,,0.2568,302765843.7,78929912.2735
1753460906769,16:28:26.769,ALGO/USDT:USDT,,,,,0.2568,302768736.2,78930655.0675
1753460908034,16:28:28.034,ALGO/USDT:USDT,,,,,0.2569,302770019.2,78930984.6702
1753460911318,16:28:31.318,ALGO/USDT:USDT,,,,,0.2568,302770155.6,78931019.6978
1753460912904,16:28:32.904,ALGO/USDT:USDT,,,,,0.2569,302770251.5,78931044.3345
1753460914936,16:28:34.936,ALGO/USDT:USDT,,,,,0.2568,302770303.6,78931057.7137
1753460918345,16:28:38.345,ALGO/USDT:USDT,,,,,0.2569,302770333.3,78931065.3437
1753460919737,16:28:39.737,ALGO/USDT:USDT,,,,,0.2569,302774528.4,78932143.0649
1753460923607,16:28:43.607,ALGO/USDT:USDT,,,,,0.2569,302779577.9,78933440.2814
1753460924775,16:28:44.775,ALGO/USDT:USDT,,,,,0.2568,302779710.4,78933474.3074
1753460927846,16:28:47.846,ALGO/USDT:USDT,,,,,0.2568,302781458.8,78933923.2965
1753460929568,16:28:49.568,ALGO/USDT:USDT,,,,,0.2569,302782083.6,78934083.7813
1753460934354,16:28:54.354,ALGO/USDT:USDT,,,,,0.257,302782105.1,78934089.3068
1753460934570,16:28:54.570,ALGO/USDT:USDT,,,,,0.257,302788594.7,78935757.134
1753460937904,16:28:57.904,ALGO/USDT:USDT,,,,,0.2567,302866210.5,78955684.1076
1753460940117,16:29:00.117,ALGO/USDT:USDT,,,,,0.2566,302510369.2,78860871.0502
1753460941497,16:29:01.497,ALGO/USDT:USDT,,,,,0.2566,302516183.8,78862363.0375
1753460943155,16:29:03.155,ALGO/USDT:USDT,,,,,0.2567,302516704.7,78862496.7526
1753460946059,16:29:06.059,ALGO/USDT:USDT,,,,,0.2569,302521320.9,78863682.2109
1753460948817,16:29:08.817,ALGO/USDT:USDT,,,,,0.257,302521500.9,78863728.4709
1753460949988,16:29:09.988,ALGO/USDT:USDT,,,,,0.257,302541330.0,78868824.5496
1753460953617,16:29:13.617,ALGO/USDT:USDT,,,,,0.257,302543816.5,78869463.5801
1753460954395,16:29:14.395,ALGO/USDT:USDT,,,,,0.2571,302545046.6,78869779.8388
1753460956844,16:29:16.844,ALGO/USDT:USDT,,,,,0.2572,302554899.7,78872314.0561
1753460959427,16:29:19.427,ALGO/USDT:USDT,,,,,0.2572,302554964.4,78872330.697
1753460961843,16:29:21.843,ALGO/USDT:USDT,,,,,0.2571,302555400.0,78872442.6897
1753460961843,16:29:21.843,ALGO/USDT:USDT,,,,,0.2571,302555777.9,78872539.8478
1753460964856,16:29:24.856,ALGO/USDT:USDT,,,,,0.2571,302565087.4,78874933.3203
1753460969641,16:29:29.641,ALGO/USDT:USDT,,,,,0.2572,302565225.1,78874968.7367
1753460969641,16:29:29.641,ALGO/USDT:USDT,,,,,0.2572,302565442.2,78875024.5748
1753460972545,16:29:32.545,ALGO/USDT:USDT,,,,,0.2572,302572840.5,78876927.4176
1753460977671,16:29:37.671,ALGO/USDT:USDT,,,,,0.2572,302572900.6,78876942.8753
1753460978647,16:29:38.647,ALGO/USDT:USDT,,,,,0.2572,302572939.6,78876952.9061
1753460980550,16:29:40.550,ALGO/USDT:USDT,,,,,0.2573,302573533.2,78877105.6186
1753460981800,16:29:41.800,ALGO/USDT:USDT,,,,,0.2573,302580870.6,78878993.5316
1753460986183,16:29:46.183,ALGO/USDT:USDT,,,,,0.2573,302580934.8,78879010.0503
1753460987101,16:29:47.101,ALGO/USDT:USDT,,,,,0.2572,302581158.2,78879067.5199
1753460989618,16:29:49.618,ALGO/USDT:USDT,,,,,0.2572,302581226.3,78879085.0352
1753460991512,16:29:51.512,ALGO/USDT:USDT,,,,,0.2572,302581309.7,78879106.4857
1753460993583,16:29:53.583,ALGO/USDT:USDT,,,,,0.2573,302581719.6,78879211.953
1753460995506,16:29:55.506,ALGO/USDT:USDT,,,,,0.2574,302584475.4,78879921.2959
1753460997510,16:29:57.510,ALGO/USDT:USDT,,,,,0.2574,302585324.2,78880139.777
1753461000139,16:30:00.139,ALGO/USDT:USDT,,,,,0.2574,302185651.3,78774222.6779
1753461000559,16:30:00.559,ALGO/USDT:USDT,,,,,0.2574,302185815.5,78774264.943
1753461003864,16:30:03.864,ALGO/USDT:USDT,,,,,0.2575,302187010.5,78774572.6555
1753461005292,16:30:05.292,ALGO/USDT:USDT,,,,,0.2576,302194744.1,78776564.8308
1753461007913,16:30:07.913,ALGO/USDT:USDT,,,,,0.2575,302196353.4,78776979.2363
1753461010704,16:30:10.704,ALGO/USDT:USDT,,,,,0.2574,302196394.1,78776989.7125
1753461012624,16:30:12.624,ALGO/USDT:USDT,,,,,0.2575,302245260.4,78789568.5376
1753461014625,16:30:14.625,ALGO/USDT:USDT,,,,,0.2573,302247951.9,78790261.1465
1753461019245,16:30:19.245,ALGO/USDT:USDT,,,,,0.2574,302248098.1,78790298.7784
1753461019364,16:30:19.364,ALGO/USDT:USDT,,,,,0.2575,302248385.4,78790372.737
1753461022057,16:30:22.057,ALGO/USDT:USDT,,,,,0.2573,302249041.5,78790541.5515
1753461024576,16:30:24.576,ALGO/USDT:USDT,,,,,0.2573,302249064.8,78790547.5466
1753461030678,16:30:30.678,ALGO/USDT:USDT,,,,,0.2573,302249216.5,78790586.579
1753461031671,16:30:31.671,ALGO/USDT:USDT,,,,,0.2572,302250398.3,78790890.5531
1753461035584,16:30:35.584,ALGO/USDT:USDT,,,,,0.2571,302250406.1,78790892.5585
1753461036993,16:30:36.993,ALGO/USDT:USDT,,,,,0.257,302262738.8,78794063.2935
1753461039527,16:30:39.527,ALGO/USDT:USDT,,,,,0.257,302267183.8,78795205.6585
1753461040903,16:30:40.903,ALGO/USDT:USDT,,,,,0.257,302277074.2,78797747.4913
1753461042307,16:30:42.307,ALGO/USDT:USDT,,,,,0.257,302277167.8,78797771.5465
1753461044478,16:30:44.478,ALGO/USDT:USDT,,,,,0.2572,302279589.1,78798394.2717
1753461047036,16:30:47.036,ALGO/USDT:USDT,,,,,0.2573,302283759.4,78799467.2899
1753461049314,16:30:49.314,ALGO/USDT:USDT,,,,,0.2574,302287099.6,78800327.0574
1753461050908,16:30:50.908,ALGO/USDT:USDT,,,,,0.2575,302291270.2,78801400.9869
1753461053020,16:30:53.020,ALGO/USDT:USDT,,,,,0.2576,302306067.2,78805212.6941
1753461055630,16:30:55.630,ALGO/USDT:USDT,,,,,0.2575,302306087.6,78805217.9471
1753461055630,16:30:55.630,ALGO/USDT:USDT,,,,,0.2575,302306107.1,78805222.9683
1753461060163,16:31:00.163,ALGO/USDT:USDT,,,,,0.2575,301705676.1,78645714.6958
1753461060472,16:31:00.472,ALGO/USDT:USDT,,,,,0.2576,301713654.6,78647769.9574
1753461062922,16:31:02.922,ALGO/USDT:USDT,,,,,0.2577,301718139.7,78648925.7636
1753461064423,16:31:04.423,ALGO/USDT:USDT,,,,,0.2579,301719959.9,78649395.1457
1753461067411,16:31:07.411,ALGO/USDT:USDT,,,,,0.2579,301721120.3,78649694.4129
1753461069168,16:31:09.168,ALGO/USDT:USDT,,,,,0.2581,301723176.2,78650224.8498
1753461071790,16:31:11.790,ALGO/USDT:USDT,,,,,0.2581,301723548.8,78650321.0178
1753461073187,16:31:13.187,ALGO/USDT:USDT,,,,,0.2583,301724648.1,78650604.9396
1753461075488,16:31:15.488,ALGO/USDT:USDT,,,,,0.2581,301726606.7,78651110.613
1753461076331,16:31:16.331,ALGO/USDT:USDT,,,,,0.2581,301727506.4,78651342.741
1753461078243,16:31:18.243,ALGO/USDT:USDT,,,,,0.258,301760825.1,78659938.9656
1753461080674,16:31:20.674,ALGO/USDT:USDT,,,,,0.258,301760900.9,78659958.5257
1753461082637,16:31:22.637,ALGO/USDT:USDT,,,,,0.258,301760959.5,78659973.6445
1753461085699,16:31:25.699,ALGO/USDT:USDT,,,,,0.258,301762734.0,78660431.4655
1753461089629,16:31:29.629,ALGO/USDT:USDT,,,,,0.258,301763042.3,78660511.0069
1753461090727,16:31:30.727,ALGO/USDT:USDT,,,,,0.2581,301763131.3,78660533.9695
1753461094205,16:31:34.205,ALGO/USDT:USDT,,,,,0.2581,301763151.1,78660539.0798
1753461096412,16:31:36.412,ALGO/USDT:USDT,,,,,0.2581,301763173.9,78660544.9645
1753461097678,16:31:37.678,ALGO/USDT:USDT,,,,,0.2582,301765082.5,78661037.5783
1753461102378,16:31:42.378,ALGO/USDT:USDT,,,,,0.2583,301765255.4,78661082.2383
1753461103710,16:31:43.710,ALGO/USDT:USDT,,,,,0.2583,301767666.9,78661705.1288
1753461109441,16:31:49.441,ALGO/USDT:USDT,,,,,0.2583,301767687.3,78661710.3981
1753461111212,16:31:51.212,ALGO/USDT:USDT,,,,,0.258,301880334.0,78690779.5987
1753461113160,16:31:53.160,ALGO/USDT:USDT,,,,,0.2579,301890395.7,78693374.5135
1753461115593,16:31:55.593,ALGO/USDT:USDT,,,,,0.2579,301890434.4,78693384.4942
1753461117095,16:31:57.095,ALGO/USDT:USDT,,,,,0.2579,301890792.0,78693476.7213
1753461118132,16:31:58.132,ALGO/USDT:USDT,,,,,0.2579,301891635.1,78693694.1568
1753461120891,16:32:00.891,ALGO/USDT:USDT,,,,,0.2579,301652603.3,78630090.97
1753461123524,16:32:03.524,ALGO/USDT:USDT,,,,,0.2578,301655458.1,78630826.9499
1753461125504,16:32:05.504,ALGO/USDT:USDT,,,,,0.2578,301657712.8,78631408.2115
1753461126424,16:32:06.424,ALGO/USDT:USDT,,,,,0.2579,301657833.5,78631439.3401
1753461131881,16:32:11.881,ALGO/USDT:USDT,,,,,0.2578,301657853.9,78631444.5992
1753461133777,16:32:13.777,ALGO/USDT:USDT,,,,,0.2578,301661036.3,78632265.0219
1753461135290,16:32:15.290,ALGO/USDT:USDT,,,,,0.2576,301679808.2,78637102.3244
1753461136586,16:32:16.586,ALGO/USDT:USDT,,,,,0.2578,301691560.8,78640131.0014
1753461137934,16:32:17.934,ALGO/USDT:USDT,,,,,0.2576,301691804.1,78640193.6755
1753461141588,16:32:21.588,ALGO/USDT:USDT,,,,,0.2577,301695208.4,78641070.9594
1753461143233,16:32:23.233,ALGO/USDT:USDT,,,,,0.2577,301699048.9,78642060.6562
1753461144731,16:32:24.731,ALGO/USDT:USDT,,,,,0.2578,301706283.1,78643925.633
1753461147381,16:32:27.381,ALGO/USDT:USDT,,,,,0.2578,301710952.6,78645129.4301
1753461149959,16:32:29.959,ALGO/USDT:USDT,,,,,0.2577,301711219.7,78645198.2618
1753461157290,16:32:37.290,ALGO/USDT:USDT,,,,,0.2578,301711390.1,78645242.1909
