timestamp,time,symbol,bid1_price,bid1_volume,bid2_price,bid2_volume,ask1_price,ask1_volume,ask2_price,ask2_volume
1753503734295,04:22:14.295,ALGO/USDT:USDT,0.2701,7725.1,0.27,40126.9,0.2702,26638.2,0.2703,192644.0
1753503734445,04:22:14.445,ALGO/USDT:USDT,0.2701,7725.1,0.27,40126.9,0.2702,26638.2,0.2703,192644.0
1753503734746,04:22:14.746,ALGO/USDT:USDT,0.27,40126.9,0.2699,25991.0,0.2701,2963.2,0.2702,27389.6
1753503734896,04:22:14.896,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503735046,04:22:15.046,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503735196,04:22:15.196,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503735346,04:22:15.346,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503735796,04:22:15.796,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736096,04:22:16.096,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736246,04:22:16.246,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736397,04:22:16.397,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736397,04:22:16.397,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736547,04:22:16.547,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736697,04:22:16.697,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736697,04:22:16.697,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736847,04:22:16.847,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503736847,04:22:16.847,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737147,04:22:17.147,ALGO/USDT:USDT,0.27,23713.0,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737147,04:22:17.147,ALGO/USDT:USDT,0.27,23713.0,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737297,04:22:17.297,ALGO/USDT:USDT,0.27,23713.0,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737297,04:22:17.297,ALGO/USDT:USDT,0.27,23713.0,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737447,04:22:17.447,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737597,04:22:17.597,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737747,04:22:17.747,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737747,04:22:17.747,ALGO/USDT:USDT,0.27,22961.6,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
1753503737898,04:22:17.898,ALGO/USDT:USDT,0.27,23713.0,0.2699,43155.1,0.2701,22065.2,0.2702,47507.2
