timestamp,time,symbol,bid1_price,bid1_volume,bid2_price,bid2_volume,ask1_price,ask1_volume,ask2_price,ask2_volume
1753503734107,04:22:14.107,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503734248,04:22:14.248,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503734502,04:22:14.502,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503734618,04:22:14.618,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503735102,04:22:15.102,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503735205,04:22:15.205,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503735569,04:22:15.569,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503735702,04:22:15.702,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503736202,04:22:16.202,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503736353,04:22:16.353,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503736619,04:22:16.619,ACH/USDT:USDT,0.022347,3749.0,0.022346,3455.0,0.022351,11177.0,0.022352,4846.0
1753503736802,04:22:16.802,ACH/USDT:USDT,0.022347,2013.0,0.022346,227.0,0.022349,235.0,0.022351,11177.0
1753503736928,04:22:16.928,ACH/USDT:USDT,0.022347,2363.0,0.022346,227.0,0.022349,1467.0,0.022351,14714.0
1753503737314,04:22:17.314,ACH/USDT:USDT,0.022347,2363.0,0.022346,227.0,0.022349,1467.0,0.022351,14714.0
1753503737417,04:22:17.417,ACH/USDT:USDT,0.022347,2363.0,0.022346,227.0,0.022349,1467.0,0.022351,25645.0
1753503737520,04:22:17.520,ACH/USDT:USDT,0.022347,2363.0,0.022346,227.0,0.022349,1467.0,0.022351,25645.0
1753503737902,04:22:17.902,ACH/USDT:USDT,0.022347,2363.0,0.022346,227.0,0.022349,1467.0,0.022351,25645.0
1753503738102,04:22:18.102,ACH/USDT:USDT,0.022347,2363.0,0.022346,227.0,0.022349,1467.0,0.022351,25645.0
1753503738209,04:22:18.209,ACH/USDT:USDT,0.022347,1421.0,0.022346,227.0,0.022349,1467.0,0.022351,22556.0
1753503738315,04:22:18.315,ACH/USDT:USDT,0.022347,1421.0,0.022346,227.0,0.022349,572.0,0.022351,23451.0
1753503738423,04:22:18.423,ACH/USDT:USDT,0.022347,1421.0,0.022346,227.0,0.022349,572.0,0.022351,23451.0
1753503738526,04:22:18.526,ACH/USDT:USDT,0.022347,1421.0,0.022346,1300.0,0.022349,572.0,0.022351,22556.0
1753503738673,04:22:18.673,ACH/USDT:USDT,0.022347,1421.0,0.022346,2250.0,0.022349,572.0,0.022351,22556.0
1753503738958,04:22:18.958,ACH/USDT:USDT,0.022347,1421.0,0.022346,5478.0,0.022349,572.0,0.022351,22556.0
1753503739061,04:22:19.061,ACH/USDT:USDT,0.022347,1421.0,0.022346,5478.0,0.022349,572.0,0.022351,22556.0
1753503739168,04:22:19.168,ACH/USDT:USDT,0.022347,1421.0,0.022346,4405.0,0.022349,4495.0,0.022351,22556.0
1753503739401,04:22:19.401,ACH/USDT:USDT,0.022347,1687.0,0.022346,4405.0,0.022349,4730.0,0.022351,22556.0
1753503739588,04:22:19.588,ACH/USDT:USDT,0.022347,1687.0,0.022346,1177.0,0.022349,7105.0,0.022351,25378.0
1753503739700,04:22:19.700,ACH/USDT:USDT,0.022347,3423.0,0.022346,7633.0,0.022349,7105.0,0.022351,14447.0
1753503739805,04:22:19.805,ACH/USDT:USDT,0.022347,7318.0,0.022346,7633.0,0.022349,7105.0,0.022351,14447.0
1753503740050,04:22:20.050,ACH/USDT:USDT,0.022347,7318.0,0.022346,7633.0,0.022349,7105.0,0.022351,14447.0
1753503740202,04:22:20.202,ACH/USDT:USDT,0.022347,7318.0,0.022346,7633.0,0.022349,7105.0,0.022351,14447.0
1753503740320,04:22:20.320,ACH/USDT:USDT,0.022347,7318.0,0.022346,7633.0,0.022349,7105.0,0.022351,14447.0
1753503740457,04:22:20.457,ACH/USDT:USDT,0.022347,6423.0,0.022346,7633.0,0.022349,7105.0,0.022351,11625.0
1753503740568,04:22:20.568,ACH/USDT:USDT,0.022348,17798.0,0.022347,6423.0,0.022349,7105.0,0.022351,11625.0
1753503740671,04:22:20.671,ACH/USDT:USDT,0.022348,17798.0,0.022347,7318.0,0.022349,7105.0,0.022351,11625.0
1753503740902,04:22:20.902,ACH/USDT:USDT,0.022348,17798.0,0.022347,7318.0,0.022349,7105.0,0.022351,11625.0
1753503741015,04:22:21.015,ACH/USDT:USDT,0.022348,17798.0,0.022347,6423.0,0.022349,7105.0,0.022351,11625.0
1753503741117,04:22:21.117,ACH/USDT:USDT,0.022348,17798.0,0.022347,6423.0,0.022349,7105.0,0.022351,11625.0
1753503741297,04:22:21.297,ACH/USDT:USDT,0.022348,17798.0,0.022347,6423.0,0.022349,7105.0,0.022351,11625.0
1753503741402,04:22:21.402,ACH/USDT:USDT,0.022347,16923.0,0.022346,1177.0,0.022349,7105.0,0.022351,11939.0
1753503741507,04:22:21.507,ACH/USDT:USDT,0.022347,16923.0,0.022346,1177.0,0.022349,7105.0,0.022351,11939.0
1753503741626,04:22:21.626,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503741734,04:22:21.734,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503741902,04:22:21.902,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503742102,04:22:22.102,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503742218,04:22:22.218,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503742628,04:22:22.628,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503742802,04:22:22.802,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503743102,04:22:23.102,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503743206,04:22:23.206,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503743561,04:22:23.561,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503743664,04:22:23.664,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503743802,04:22:23.802,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503744191,04:22:24.191,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503744302,04:22:24.302,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503744427,04:22:24.427,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503744559,04:22:24.559,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503744678,04:22:24.678,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503744787,04:22:24.787,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503744890,04:22:24.890,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503745002,04:22:25.002,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503745302,04:22:25.302,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503745502,04:22:25.502,ACH/USDT:USDT,0.022348,17486.0,0.022347,23240.0,0.022349,7105.0,0.022351,11939.0
1753503745727,04:22:25.727,ACH/USDT:USDT,0.022347,30547.0,0.022346,1177.0,0.022349,7105.0,0.02235,895.0
1753503745830,04:22:25.830,ACH/USDT:USDT,0.022347,30547.0,0.022346,1177.0,0.022349,7105.0,0.02235,895.0
1753503745954,04:22:25.954,ACH/USDT:USDT,0.022347,30547.0,0.022346,1177.0,0.022349,7105.0,0.02235,895.0
1753503746069,04:22:26.069,ACH/USDT:USDT,0.022347,30547.0,0.022346,1177.0,0.022349,7105.0,0.02235,895.0
1753503746194,04:22:26.194,ACH/USDT:USDT,0.022347,30547.0,0.022346,1177.0,0.022349,7105.0,0.02235,895.0
1753503746402,04:22:26.402,ACH/USDT:USDT,0.022347,30547.0,0.022346,1177.0,0.022349,7105.0,0.02235,895.0
1753503746537,04:22:26.537,ACH/USDT:USDT,0.022347,30547.0,0.022346,1177.0,0.022349,7105.0,0.02235,895.0
1753503746734,04:22:26.734,ACH/USDT:USDT,0.022347,15311.0,0.022346,1177.0,0.022349,7105.0,0.02235,895.0
